offender_url,other_url,APPROVED_VERSION_CREATED_AT,num_copied_media,num_copied_fonts,num_copied_words,agree?
https://www.canva.com/admin/template/EAFdRx4e08g,https://www.canva.com/admin/template/EAE4nPFJ-uM,2023-03-21 03:57:35,5,1,3,
https://www.canva.com/admin/template/EAFdDDfwtp4,https://www.canva.com/admin/template/EAFdDKajBSM,2023-03-17 07:29:55,6,2,1,
https://www.canva.com/admin/template/EAFcAo5Uflc,https://www.canva.com/admin/template/EAFaDhBPGD8,2023-03-08 02:17:45,5,2,1,
https://www.canva.com/admin/template/EAFdz3iNjRg,https://www.canva.com/admin/template/EAFHiC1V4LY,2023-03-21 07:57:31,1,3,4,
https://www.canva.com/admin/template/EAFdwN_6fEM,https://www.canva.com/admin/template/EAFc_nyIDeY,2023-03-20 16:15:12,3,1,4,
https://www.canva.com/admin/template/EAFdVx_t94o,https://www.canva.com/admin/template/EAE3AeBA8T0,2023-03-16 07:25:09,1,2,5,
https://www.canva.com/admin/template/EAFdwN_6fEM,https://www.canva.com/admin/template/EAFc_nyIDeY,2023-03-20 16:15:12,3,1,4,
https://www.canva.com/admin/template/EAFdVx_t94o,https://www.canva.com/admin/template/EAE3AeBA8T0,2023-03-16 07:25:09,1,2,5,
https://www.canva.com/admin/template/EAFclUE-Kuo,https://www.canva.com/admin/template/EAE57qfUKGM,2023-03-09 06:42:17,3,1,4,
https://www.canva.com/admin/template/EAFclUE-Kuo,https://www.canva.com/admin/template/EAE57qfUKGM,2023-03-09 06:42:17,3,1,4,
https://www.canva.com/admin/template/EAFdz3iNjRg,https://www.canva.com/admin/template/EAFHiC1V4LY,2023-03-21 07:57:31,1,3,4,
https://www.canva.com/admin/template/EAFcAo5Uflc,https://www.canva.com/admin/template/EAFaDhBPGD8,2023-03-08 02:17:45,5,2,1,
https://www.canva.com/admin/template/EAFdJFMQkKk,https://www.canva.com/admin/template/EAFHJLYmaKk,2023-03-14 04:28:30,1,4,2,
https://www.canva.com/admin/template/EAFdJFMQkKk,https://www.canva.com/admin/template/EAFHJLYmaKk,2023-03-14 04:28:30,1,4,2,
https://www.canva.com/admin/template/EAFdvo6lsiY,https://www.canva.com/admin/template/EAE8F1v21_g,2023-03-20 14:15:59,1,2,3,
https://www.canva.com/admin/template/EAFd2LTWCO8,https://www.canva.com/admin/template/EAFdevFHBNk,2023-03-21 16:08:33,1,2,3,
https://www.canva.com/admin/template/EAFd0CiFXUU,https://www.canva.com/admin/template/EAE5DcRlprs,2023-03-21 08:13:51,2,1,3,
https://www.canva.com/admin/template/EAFdazEtbYw,https://www.canva.com/admin/template/EAE4Hqob7tk,2023-03-17 03:29:49,2,2,2,
https://www.canva.com/admin/template/EAFdvo6lsiY,https://www.canva.com/admin/template/EAE8F1v21_g,2023-03-20 14:15:59,1,2,3,
https://www.canva.com/admin/template/EAFd2LTWCO8,https://www.canva.com/admin/template/EAFdevFHBNk,2023-03-21 16:08:33,1,2,3,
https://www.canva.com/admin/template/EAFdazEtbYw,https://www.canva.com/admin/template/EAE4Hqob7tk,2023-03-17 03:29:49,2,2,2,
https://www.canva.com/admin/template/EAFd0CiFXUU,https://www.canva.com/admin/template/EAE5DcRlprs,2023-03-21 08:13:51,2,1,3,
https://www.canva.com/admin/template/EAFcAK94g_4,https://www.canva.com/admin/template/EAFaDqhzQ-Q,2023-03-08 00:34:30,3,2,0,
https://www.canva.com/admin/template/EAFdVhOIGdI,https://www.canva.com/admin/template/EAFHFG4rsj8,2023-03-16 07:05:59,4,1,0,
https://www.canva.com/admin/template/EAFdVhOIGdI,https://www.canva.com/admin/template/EAFHFG4rsj8,2023-03-16 07:05:59,4,1,0,
https://www.canva.com/admin/template/EAFcAK94g_4,https://www.canva.com/admin/template/EAFaDqhzQ-Q,2023-03-08 00:34:30,3,2,0,
https://www.canva.com/admin/template/EAFcJlX1ZgY,https://www.canva.com/admin/template/EAFFh9yibQE,2023-03-10 22:04:16,1,0,3,
https://www.canva.com/admin/template/EAFdJGSO7xc,https://www.canva.com/admin/template/EAEuPepGVUE,2023-03-22 06:34:44,1,0,3,
https://www.canva.com/admin/template/EAFc5cdV72M,https://www.canva.com/admin/template/EAE10Glzhjw,2023-03-11 13:30:36,0,0,4,
https://www.canva.com/admin/template/EAFclpdj2nQ,https://www.canva.com/admin/template/EAFclmZwf3E,2023-03-08 06:39:32,0,2,2,
https://www.canva.com/admin/template/EAFb8GELoPg,https://www.canva.com/admin/template/EAFbiQrBCfs,2023-03-01 08:45:09,1,1,2,
https://www.canva.com/admin/template/EAFb8Aerh50,https://www.canva.com/admin/template/EAFbidNn14o,2023-03-01 08:47:01,1,1,2,
https://www.canva.com/admin/template/EAFclpdj2nQ,https://www.canva.com/admin/template/EAFclmZwf3E,2023-03-08 06:39:32,0,2,2,
https://www.canva.com/admin/template/EAFdiV-Al4M,https://www.canva.com/admin/template/EAFdKR7Dn-w,2023-03-18 09:31:18,1,1,2,
https://www.canva.com/admin/template/EAFc5cdV72M,https://www.canva.com/admin/template/EAE10Glzhjw,2023-03-11 13:30:36,0,0,4,
https://www.canva.com/admin/template/EAFcJlX1ZgY,https://www.canva.com/admin/template/EAFFh9yibQE,2023-03-10 22:04:16,1,0,3,
https://www.canva.com/admin/template/EAFdHCMz1Bo,https://www.canva.com/admin/template/EAE0S6Kk4hE,2023-03-13 20:37:09,1,0,3,
https://www.canva.com/admin/template/EAFdJGZcI7M,https://www.canva.com/admin/template/EAE5-0vdErI,2023-03-14 04:31:23,1,0,3,
https://www.canva.com/admin/template/EAFdWNDUv5A,https://www.canva.com/admin/template/EAFAQgeeIb0,2023-03-21 15:05:07,3,1,0,
https://www.canva.com/admin/template/EAFdHCMz1Bo,https://www.canva.com/admin/template/EAE0S6Kk4hE,2023-03-13 20:37:09,1,0,3,
https://www.canva.com/admin/template/EAFdJGSO7xc,https://www.canva.com/admin/template/EAEuPepGVUE,2023-03-22 06:34:44,1,0,3,
https://www.canva.com/admin/template/EAFdJGZcI7M,https://www.canva.com/admin/template/EAE5-0vdErI,2023-03-14 04:31:23,1,0,3,
https://www.canva.com/admin/template/EAFdWNDUv5A,https://www.canva.com/admin/template/EAFAQgeeIb0,2023-03-21 15:05:07,3,1,0,
https://www.canva.com/admin/template/EAFdiV-Al4M,https://www.canva.com/admin/template/EAFdKR7Dn-w,2023-03-18 09:31:18,1,1,2,
